SaleKey,DateKey,ProductKey,BranchKey,EmployeeKey,Quantity,UnitPrice,DiscountRate,TotalAmount,CostAmount,ProfitAmount,OrderStatus,PaymentMethod
18898,304.0,685,4,98,2,135.25,0.1,243.44,234,9.44,مكتمل,أبل باي
18899,263.0,682,1,4,2,25.86,0.0,51.72,38,13.72,مكتمل,أبل باي
18900,141.0,99,4,95,4,255.75,0.0,1023.0,796,227.0,مكتمل,مدى
18901,349.0,124,4,98,8,459.2,0.0,3673.6,3152,521.6,مكتمل,أبل باي
18902,262.0,547,4,90,8,283.02,0.15,1924.56,1912,12.56,مكتمل,بطاقة
18903,124.0,96,2,64,8,38.26,0.0,306.08,256,50.08,مكتمل,أبل باي
18904,155.0,282,3,44,2,573.48,0.0,1146.96,914,232.96,مكتمل,بطاقة
18905,157.0,486,1,12,1,61.1,0.0,61.1,47,14.1,مكتمل,مدى
18906,104.0,688,4,90,3,106.08,0.0,318.24,240,78.24,مكتمل,تمارا
18907,405.0,235,1,66,5,493.87,0.2,1975.5,1840,135.5,مكتمل,نقدي
18908,120.0,717,1,112,13,126.16,0.0,1640.08,1391,249.08,مكتمل,نقدي
18909,485.0,173,2,126,1,607.62,0.15,516.48,499,17.48,مسترجع,مدى
18910,182.0,321,2,111,6,347.78,0.0,2086.68,1656,430.68,مكتمل,بطاقة
18911,8.0,797,1,4,10,320.73,0.0,3207.3,2550,657.3,مكتمل,بطاقة
18912,106.0,642,2,84,6,430.64,0.0,2583.84,2046,537.84,مكتمل,أبل باي
18913,13.0,150,1,123,8,515.3,0.0,4122.4,2920,1202.4,مكتمل,مدى
18914,105.0,115,3,72,2,543.87,0.0,1087.74,790,297.74,مكتمل,مدى
18915,257.0,544,2,67,5,312.0,0.2,1248.0,1175,73.0,مكتمل,أبل باي
18916,312.0,256,4,95,8,331.43,0.0,2651.44,1832,819.44,مكتمل,مدى
18917,446.0,687,1,41,1,660.6,0.0,660.6,475,185.6,مكتمل,بطاقة
18918,84.0,523,3,72,5,572.07,0.0,2860.35,2060,800.35,مكتمل,نقدي
18919,168.0,537,2,111,6,143.7,0.0,862.2,660,202.2,مكتمل,بطاقة
18920,159.0,105,1,41,4,512.47,0.0,2049.88,1456,593.88,مكتمل,مدى
18921,8.0,581,1,4,9,539.85,0.0,4858.65,3708,1150.65,مكتمل,تمارا
18922,179.0,56,1,12,7,248.39,0.05,1651.79,1393,258.79,مكتمل,مدى
18923,18.0,24,1,94,1,131.44,0.05,124.87,103,21.87,مكتمل,نقدي
18924,171.0,209,4,116,4,289.02,0.05,1098.28,988,110.28,مكتمل,نقدي
18925,154.0,430,3,72,7,57.83,0.0,404.81,280,124.81,مكتمل,مدى
18926,198.0,787,3,44,4,154.38,0.1,555.76,448,107.76,مكتمل,تمارا
18927,318.0,216,3,72,4,487.26,0.15,1656.68,1580,76.68,مكتمل,مدى
18928,364.0,264,2,9,3,511.9,0.1,1382.13,1230,152.13,مكتمل,نقدي
18929,343.0,94,2,111,7,142.53,0.1,897.96,693,204.96,مكتمل,بطاقة
18930,53.0,160,1,94,10,72.05,0.05,684.5,590,94.5,مكتمل,بطاقة
18931,538.0,765,4,90,3,65.68,0.15,167.49,171,-3.51,مكتمل,أبل باي
18932,96.0,391,3,44,7,500.67,0.05,3329.48,2709,620.48,ملغي,تمارا
18933,521.0,737,1,118,4,405.47,0.2,1297.52,1172,125.52,مكتمل,نقدي
18934,333.0,545,4,116,3,135.69,0.1,366.36,330,36.36,مكتمل,تمارا
18935,355.0,414,1,12,7,48.61,0.15,289.24,252,37.24,مسترجع,أبل باي
18936,284.0,103,2,126,4,51.47,0.0,205.88,172,33.88,مكتمل,مدى
18937,9.0,436,2,68,9,202.36,0.15,1548.09,1413,135.09,ملغي,بطاقة
18938,340.0,309,1,12,5,326.39,0.2,1305.55,1295,10.55,مكتمل,تمارا
18939,332.0,424,1,66,12,427.7,0.15,4362.48,4236,126.48,مكتمل,نقدي
18940,111.0,601,5,75,7,252.35,0.0,1766.45,1407,359.45,مكتمل,مدى
18941,372.0,645,2,97,6,651.29,0.0,3907.74,2784,1123.74,مكتمل,نقدي
18942,474.0,352,1,19,13,165.11,0.15,1824.42,1664,160.42,مكتمل,بطاقة
18943,474.0,173,1,5,3,607.62,0.1,1640.58,1497,143.58,مكتمل,مدى
18944,270.0,649,4,98,2,237.02,0.2,379.24,332,47.24,مكتمل,بطاقة
18945,245.0,401,2,9,2,33.33,0.2,53.32,46,7.32,مكتمل,مدى
18946,194.0,772,2,67,3,278.43,0.05,793.53,657,136.53,مكتمل,نقدي
18947,45.0,266,1,66,9,139.23,0.0,1253.07,873,380.07,مكتمل,بطاقة
18948,135.0,646,2,97,3,454.91,0.0,1364.73,1161,203.73,مكتمل,بطاقة
18949,216.0,121,3,44,1,92.23,0.0,92.23,64,28.23,مكتمل,بطاقة
18950,499.0,588,2,26,9,681.06,0.0,6129.54,4338,1791.54,مكتمل,نقدي
18951,288.0,618,4,36,10,69.94,0.2,559.5,490,69.5,مكتمل,بطاقة
18952,164.0,329,4,54,5,322.58,0.0,1612.9,1325,287.9,مكتمل,نقدي
18953,44.0,578,1,94,8,478.59,0.0,3828.72,3104,724.72,مكتمل,بطاقة
18954,61.0,769,2,97,4,371.12,0.05,1410.24,1076,334.24,مكتمل,نقدي
18955,135.0,80,3,72,4,192.24,0.0,768.96,584,184.96,مكتمل,مدى
18956,180.0,210,1,105,4,74.16,0.0,296.64,216,80.64,مكتمل,مدى
18957,452.0,497,1,4,2,500.41,0.0,1000.82,802,198.82,مكتمل,نقدي
18958,432.0,35,1,66,11,614.55,0.05,6422.02,4895,1527.02,مكتمل,مدى
18959,201.0,67,4,98,4,50.0,0.0,200.0,1432,-1232.0,مكتمل,مدى
18960,379.0,79,1,105,6,171.54,0.2,823.38,822,1.38,مكتمل,بطاقة
18961,133.0,634,1,5,5,626.25,0.0,3131.25,2465,666.25,مكتمل,مدى
18962,183.0,206,2,67,7,147.09,0.05,978.18,805,173.18,مكتمل,مدى
18963,23.0,238,2,97,4,165.21,0.1,594.76,516,78.76,مكتمل,مدى
18964,169.0,24,3,72,4,131.44,0.05,499.48,412,87.48,مكتمل,نقدي
18965,211.0,735,1,5,2,516.73,0.05,981.78,810,171.78,مكتمل,بطاقة
18966,103.0,439,1,4,1,437.59,0.0,437.59,343,94.59,مكتمل,نقدي
18967,37.0,423,1,5,5,97.15,0.1,437.2,405,32.2,مكتمل,نقدي
18968,99.0,478,5,55,3,190.05,0.1,513.12,435,78.12,مكتمل,مدى
18969,420.0,89,3,72,1,362.83,0.0,362.83,273,89.83,مكتمل,مدى
18970,230.0,216,1,123,5,487.26,0.0,2436.3,1975,461.3,مكتمل,بطاقة
18971,357.0,784,1,63,10,419.68,0.0,4196.8,2960,1236.8,مكتمل,مدى
18972,53.0,50,5,38,4,690.55,0.2,2209.76,1972,237.76,مكتمل,بطاقة
18973,452.0,768,3,72,7,185.86,0.0,1301.02,966,335.02,مكتمل,مدى
18974,13.0,301,3,44,10,334.88,0.0,3348.8,2500,848.8,مكتمل,نقدي
18975,71.0,714,2,97,5,184.64,0.2,738.55,745,-6.45,مكتمل,أبل باي
18976,353.0,508,3,72,3,170.48,0.0,511.44,387,124.44,مكتمل,بطاقة
18977,127.0,444,2,126,6,429.73,0.1,2320.56,1866,454.56,مكتمل,مدى
18978,127.0,457,1,66,6,50.0,0.0,300.0,1830,-1530.0,مكتمل,تمارا
18979,515.0,200,1,105,7,480.7,0.15,2860.2,2338,522.2,مكتمل,نقدي
18980,103.0,300,1,19,11,401.64,0.0,4418.04,3674,744.04,مكتمل,بطاقة
18981,228.0,543,2,126,5,436.36,0.0,2181.8,1705,476.8,مكتمل,مدى
18982,41.0,186,3,44,4,79.44,0.2,254.2,220,34.2,مكتمل,نقدي
18983,290.0,233,3,72,1,612.19,0.0,612.19,446,166.19,مكتمل,بطاقة
18984,46.0,185,1,105,3,235.75,0.1,636.54,582,54.54,مسترجع,نقدي
18985,342.0,684,3,44,8,121.93,0.0,975.44,752,223.44,مكتمل,مدى
18986,322.0,133,1,66,4,563.32,0.0,2253.28,1768,485.28,مسترجع,نقدي
18987,,600,5,75,6,69.53,0.15,354.6,294,60.6,مكتمل,بطاقة
18988,514.0,263,1,118,10,525.32,0.1,4727.9,3670,1057.9,مكتمل,أبل باي
18989,425.0,310,1,94,9,64.3,0.0,578.7,423,155.7,مكتمل,نقدي
18990,360.0,472,2,64,8,577.97,0.05,4392.56,3960,432.56,مكتمل,بطاقة
18991,79.0,489,1,19,4,39.96,0.2,127.88,112,15.88,مكتمل,بطاقة
18992,370.0,675,1,123,5,223.29,0.0,1116.45,840,276.45,مكتمل,نقدي
18993,499.0,387,5,91,6,690.86,0.1,3730.62,2898,832.62,مكتمل,أبل باي
18994,495.0,611,2,64,8,45.01,0.1,324.08,312,12.08,مكتمل,تمارا
18995,537.0,278,5,75,6,41.61,0.0,249.66,186,63.66,مكتمل,مدى
18996,385.0,412,4,98,9,160.5,0.0,1444.5,1125,319.5,مكتمل,بطاقة
18997,250.0,462,1,123,6,423.87,0.15,2161.74,2022,139.74,مكتمل,بطاقة
18998,203.0,234,1,94,5,61.98,0.2,247.9,220,27.9,مكتمل,أبل باي
18999,322.0,638,1,4,3,372.48,0.2,893.94,771,122.94,مكتمل,نقدي
19000,83.0,751,4,90,12,634.15,0.2,6087.84,5436,651.84,مكتمل,بطاقة
19001,484.0,749,4,116,7,47.25,0.15,281.12,266,15.12,مكتمل,نقدي
19002,467.0,109,3,72,11,563.97,0.1,5583.27,4697,886.27,مكتمل,بطاقة
19003,143.0,226,2,2,5,294.35,0.0,1471.75,1155,316.75,مكتمل,مدى
19004,205.0,375,4,98,2,435.86,0.2,697.38,748,-50.62,مكتمل,تمارا
19005,39.0,493,3,44,1,276.03,0.0,276.03,204,72.03,مكتمل,بطاقة
19006,301.0,315,2,89,4,194.57,0.0,778.28,580,198.28,مكتمل,مدى
19007,280.0,68,4,116,7,50.0,0.0,350.0,1113,-763.0,مكتمل,نقدي
19008,497.0,265,4,98,10,444.4,0.0,4444.0,3480,964.0,مكتمل,أبل باي
19009,421.0,783,3,44,2,632.82,0.15,1075.8,900,175.8,مكتمل,بطاقة
19010,177.0,379,4,36,5,279.62,0.0,1398.1,1075,323.1,مكتمل,مدى
19011,417.0,466,1,123,3,411.96,0.2,988.71,864,124.71,مكتمل,بطاقة
19012,343.0,137,4,36,8,600.83,0.0,4806.64,3856,950.64,مكتمل,نقدي
19013,,46,3,44,5,266.09,0.1,1197.4,1065,132.4,مكتمل,أبل باي
19014,527.0,74,4,54,6,622.94,0.15,3177.0,2850,327.0,مكتمل,مدى
19015,365.0,236,3,72,4,622.47,0.15,2116.4,1996,120.4,مكتمل,بطاقة
19016,489.0,535,4,54,5,309.48,0.0,1547.4,1085,462.4,مكتمل,أبل باي
19017,116.0,316,4,90,6,420.99,0.0,2525.94,1986,539.94,مكتمل,أبل باي
19018,264.0,768,2,111,6,185.86,0.0,1115.16,828,287.16,مكتمل,بطاقة
19019,393.0,394,2,97,5,144.55,0.0,722.75,620,102.75,مكتمل,مدى
19020,50.0,791,3,44,2,566.72,0.0,1133.44,982,151.44,مكتمل,أبل باي
19021,140.0,709,3,72,1,236.06,0.0,236.06,197,39.06,مكتمل,نقدي
19022,121.0,178,1,12,7,385.6,0.1,2429.28,2219,210.28,مكتمل,أبل باي
19023,246.0,446,1,4,4,194.74,0.0,778.96,632,146.96,مكتمل,بطاقة
19024,466.0,450,2,97,6,136.26,0.15,694.92,594,100.92,مكتمل,مدى
19025,32.0,486,2,103,9,61.1,0.2,439.92,423,16.92,مكتمل,بطاقة
19026,455.0,583,4,90,5,356.75,0.0,1783.75,1500,283.75,مكتمل,مدى
19027,535.0,339,4,54,6,634.56,0.0,3807.36,2916,891.36,مكتمل,بطاقة
19028,,348,2,103,2,56.98,0.0,113.96,84,29.96,مكتمل,بطاقة
19029,300.0,47,1,93,4,549.97,0.0,2199.88,1724,475.88,مكتمل,مدى
19030,307.0,797,3,72,1,320.73,0.1,288.66,255,33.66,مكتمل,بطاقة
19031,415.0,596,1,112,5,559.0,0.1,2515.5,2005,510.5,مكتمل,مدى
19032,219.0,52,1,63,1,24.07,0.05,22.87,19,3.87,مكتمل,نقدي
19033,198.0,433,4,54,4,509.49,0.1,1834.16,1416,418.16,مكتمل,أبل باي
19034,394.0,782,2,68,8,608.04,0.0,4864.32,3592,1272.32,مكتمل,مدى
19035,115.0,7,2,9,11,505.31,0.05,5280.44,4620,660.44,مكتمل,مدى
19036,193.0,161,2,89,4,449.6,0.0,1798.4,1452,346.4,مكتمل,مدى
19037,378.0,735,2,89,10,516.73,0.05,4908.9,4050,858.9,مكتمل,أبل باي
19038,194.0,433,3,44,2,509.49,0.0,1018.98,708,310.98,مكتمل,مدى
19039,488.0,248,1,118,9,407.0,0.1,3296.7,2952,344.7,مكتمل,مدى
19040,146.0,619,3,44,3,41.01,0.05,116.88,99,17.88,مكتمل,تمارا
19041,351.0,402,1,123,5,558.19,0.1,2511.85,1940,571.85,مكتمل,بطاقة
19042,446.0,160,4,54,11,72.05,0.0,792.55,649,143.55,مكتمل,أبل باي
19043,60.0,568,3,72,2,415.16,0.1,747.28,612,135.28,مكتمل,أبل باي
19044,145.0,117,3,72,2,368.82,0.0,737.64,512,225.64,مكتمل,أبل باي
19045,,326,2,26,2,336.21,0.0,672.42,464,208.42,مكتمل,تمارا
19046,101.0,153,1,5,7,491.27,0.2,2751.14,2478,273.14,مكتمل,بطاقة
19047,66.0,124,2,26,8,459.2,0.1,3306.24,3152,154.24,مكتمل,أبل باي
19048,67.0,586,2,9,4,109.0,0.0,436.0,340,96.0,مكتمل,تمارا
19049,37.0,636,1,105,2,50.0,0.15,85.0,18,67.0,مكتمل,مدى
19050,93.0,602,1,94,6,161.53,0.1,872.28,786,86.28,مكتمل,بطاقة
19051,413.0,349,4,90,9,293.11,0.0,2637.99,2178,459.99,مكتمل,نقدي
19052,356.0,118,1,19,10,228.33,0.15,1940.8,1690,250.8,مكتمل,مدى
19053,399.0,392,1,63,8,396.78,0.05,3015.52,2336,679.52,مكتمل,بطاقة
19054,33.0,11,4,54,3,142.76,0.15,364.05,354,10.05,مكتمل,نقدي
19055,184.0,645,3,44,4,651.29,0.05,2474.92,1856,618.92,مكتمل,مدى
19056,542.0,749,4,95,4,47.25,0.1,170.08,152,18.08,مسترجع,نقدي
19057,270.0,753,5,38,9,549.23,0.0,4943.07,3834,1109.07,مكتمل,نقدي
19058,535.0,607,1,105,1,348.77,0.2,279.02,260,19.02,مكتمل,مدى
19059,430.0,752,1,105,12,277.31,0.1,2994.96,2856,138.96,مكتمل,بطاقة
19060,324.0,365,2,26,8,259.96,0.0,2079.68,1648,431.68,مكتمل,تمارا
19061,478.0,360,2,111,7,12.64,0.2,70.77,63,7.77,مكتمل,أبل باي
19062,39.0,243,3,72,5,164.45,0.2,657.8,680,-22.2,مكتمل,مدى
19063,,285,2,9,1,87.11,0.0,87.11,75,12.11,مكتمل,تمارا
19064,58.0,483,3,44,7,148.8,0.1,937.44,840,97.44,مكتمل,نقدي
19065,353.0,403,2,65,8,11.16,0.15,75.92,72,3.92,مكتمل,نقدي
19066,39.0,240,1,105,1,106.74,0.2,85.39,91,-5.61,مكتمل,بطاقة
19067,377.0,38,2,111,4,326.77,0.0,1307.08,968,339.08,مكتمل,مدى
19068,227.0,520,1,81,2,354.51,0.2,567.22,586,-18.78,مكتمل,تمارا
19069,539.0,479,4,95,4,489.5,0.0,1958.0,1448,510.0,مكتمل,تمارا
19070,29.0,548,1,123,7,413.02,0.15,2457.49,2324,133.49,مكتمل,نقدي
19071,489.0,231,1,118,2,495.05,0.0,990.1,774,216.1,مكتمل,تمارا
19072,176.0,137,3,44,1,600.83,0.2,480.66,482,-1.34,مكتمل,مدى
19073,465.0,793,1,81,13,569.0,0.0,7397.0,5902,1495.0,مكتمل,بطاقة
19074,118.0,574,1,105,11,603.35,0.15,5641.35,4928,713.35,مكتمل,أبل باي
19075,274.0,670,2,26,7,292.07,0.15,1737.82,1750,-12.18,مكتمل,أبل باي
19076,81.0,404,3,44,8,217.42,0.15,1478.48,1408,70.48,مكتمل,تمارا
19077,457.0,338,1,5,5,106.67,0.2,426.7,445,-18.3,مكتمل,أبل باي
19078,482.0,772,3,44,5,278.43,0.05,1322.55,1095,227.55,مكتمل,بطاقة
19079,480.0,502,2,103,2,210.12,0.0,420.24,334,86.24,مكتمل,بطاقة
19080,196.0,744,2,126,2,603.33,0.0,1206.66,888,318.66,مكتمل,مدى
19081,540.0,413,1,112,5,495.7,0.1,2230.65,1875,355.65,ملغي,أبل باي
19082,276.0,436,4,98,10,202.36,0.15,1720.1,1570,150.1,مكتمل,نقدي
19083,139.0,11,1,81,5,142.76,0.2,571.05,590,-18.95,مكتمل,تمارا
19084,465.0,611,1,63,2,45.01,0.15,76.52,78,-1.48,مكتمل,تمارا
19085,248.0,748,2,68,3,566.72,0.1,1530.15,1347,183.15,مكتمل,مدى
19086,85.0,177,3,44,2,284.75,0.05,541.02,492,49.02,مكتمل,أبل باي
19087,384.0,413,4,36,1,495.7,0.0,495.7,375,120.7,مكتمل,تمارا
19088,80.0,596,2,26,1,559.0,0.05,531.05,401,130.05,مكتمل,مدى
19089,135.0,402,1,93,5,558.19,0.15,2372.3,1940,432.3,مكتمل,بطاقة
19090,137.0,136,4,90,3,226.2,0.1,610.74,543,67.74,مكتمل,مدى
19091,111.0,352,1,118,3,165.11,0.1,445.8,384,61.8,مكتمل,مدى
19092,383.0,606,2,126,4,590.36,0.15,2007.24,1644,363.24,مكتمل,نقدي
19093,302.0,335,4,54,4,215.12,0.1,774.44,724,50.44,مكتمل,بطاقة
19094,198.0,293,4,98,3,6.67,0.0,20.01,15,5.01,مكتمل,أبل باي
19095,195.0,36,3,44,3,597.95,0.0,1793.85,1248,545.85,مكتمل,بطاقة
19096,172.0,178,2,9,2,385.6,0.0,771.2,634,137.2,مكتمل,مدى
19097,434.0,619,2,2,2,41.01,0.05,77.92,66,11.92,مكتمل,نقدي
19098,353.0,582,4,90,10,317.48,0.05,3016.1,2580,436.1,مكتمل,تمارا
19099,142.0,618,3,72,5,69.94,0.15,297.25,245,52.25,مكتمل,نقدي
19100,128.0,332,4,54,2,47.23,0.1,85.02,76,9.02,مكتمل,مدى
19101,17.0,630,1,94,4,697.99,0.05,2652.36,1984,668.36,مكتمل,مدى
19102,281.0,391,2,17,4,500.67,0.15,1702.28,1548,154.28,مكتمل,أبل باي
19103,225.0,216,2,111,4,487.26,0.2,1559.24,1580,-20.76,مكتمل,تمارا
19104,,709,1,41,3,236.06,0.1,637.35,591,46.35,مكتمل,أبل باي
19105,,196,1,19,3,15.63,0.0,46.89,39,7.89,مكتمل,مدى
19106,88.0,129,1,112,5,107.86,0.1,485.35,415,70.35,مكتمل,بطاقة
19107,292.0,448,1,63,3,41.81,0.0,125.43,87,38.43,مسترجع,نقدي
19108,137.0,155,2,68,4,361.46,0.1,1301.24,1212,89.24,مكتمل,بطاقة
19109,293.0,549,2,126,8,79.03,0.0,632.24,504,128.24,مكتمل,نقدي
19110,528.0,141,1,94,2,27.32,0.0,54.64,46,8.64,مكتمل,بطاقة
19111,249.0,344,2,65,3,517.85,0.0,1553.55,1341,212.55,مكتمل,أبل باي
19112,533.0,561,3,44,6,182.47,0.0,1094.82,912,182.82,مكتمل,نقدي
19113,203.0,475,2,111,4,338.43,0.05,1286.04,1052,234.04,مكتمل,مدى
19114,460.0,69,4,36,5,407.13,0.1,1832.1,1470,362.1,مكتمل,أبل باي
19115,502.0,207,3,44,4,550.43,0.1,1981.56,1712,269.56,مكتمل,أبل باي
19116,298.0,763,1,41,10,276.88,0.2,2215.0,1970,245.0,مكتمل,أبل باي
19117,150.0,383,1,19,6,251.61,0.0,1509.66,1116,393.66,مكتمل,مدى
19118,152.0,164,1,93,10,162.52,0.0,1625.2,1220,405.2,مكتمل,مدى
19119,2.0,770,1,118,3,578.1,0.0,1734.3,1245,489.3,مكتمل,مدى
19120,538.0,549,1,19,3,79.03,0.2,189.66,189,0.66,مكتمل,بطاقة
19121,420.0,445,4,54,6,540.42,0.15,2756.16,2718,38.16,ملغي,بطاقة
19122,152.0,739,5,38,3,334.37,0.0,1003.11,759,244.11,مكتمل,نقدي
19123,158.0,196,1,105,2,15.63,0.0,31.26,26,5.26,مكتمل,أبل باي
19124,226.0,156,2,67,6,398.88,0.0,2393.28,2076,317.28,مكتمل,نقدي
19125,229.0,532,2,103,3,505.28,0.1,1364.25,1161,203.25,مكتمل,مدى
19126,235.0,302,3,72,3,576.1,0.1,1555.47,1206,349.47,مكتمل,بطاقة
19127,344.0,475,1,118,1,338.43,0.0,338.43,263,75.43,مكتمل,مدى
19128,15.0,347,2,103,8,50.0,0.0,400.0,1272,-872.0,مكتمل,مدى
19129,237.0,795,2,89,2,196.88,0.05,374.08,306,68.08,مكتمل,أبل باي
19130,391.0,756,1,19,7,614.14,0.2,3439.17,3031,408.17,مكتمل,بطاقة
19131,,76,2,64,6,60.45,0.2,290.16,294,-3.84,مكتمل,تمارا
19132,388.0,109,4,54,4,563.97,0.0,2255.88,1708,547.88,مكتمل,بطاقة
19133,396.0,609,2,67,2,623.75,0.15,1060.38,890,170.38,مكتمل,نقدي
19134,466.0,396,3,44,5,50.0,0.2,200.0,2400,-2200.0,مكتمل,بطاقة
19135,451.0,321,3,44,7,347.78,0.1,2191.0,1932,259.0,مكتمل,أبل باي
19136,257.0,404,1,63,1,217.42,0.1,195.68,176,19.68,مكتمل,بطاقة
19137,10.0,115,3,44,9,543.87,0.2,3915.9,3555,360.9,مكتمل,تمارا
19138,211.0,528,1,19,2,556.01,0.0,1112.02,946,166.02,مكتمل,بطاقة
19139,,138,1,5,7,174.44,0.1,1099.0,868,231.0,مكتمل,مدى
19140,17.0,731,1,66,1,453.34,0.1,408.01,354,54.01,مكتمل,أبل باي
19141,130.0,241,3,44,8,147.86,0.15,1005.44,832,173.44,مكتمل,بطاقة
19142,9.0,762,2,17,1,439.72,0.0,439.72,316,123.72,مكتمل,مدى
19143,291.0,183,2,103,8,526.67,0.0,4213.36,3080,1133.36,مكتمل,نقدي
19144,477.0,749,3,44,13,47.25,0.0,614.25,494,120.25,مكتمل,نقدي
19145,531.0,772,1,5,2,278.43,0.0,556.86,438,118.86,مكتمل,مدى
19146,294.0,543,5,55,5,436.36,0.05,2072.7,1705,367.7,مكتمل,تمارا
19147,395.0,388,2,111,2,403.19,0.0,806.38,596,210.38,مكتمل,بطاقة
19148,532.0,69,2,84,2,407.13,0.15,692.12,588,104.12,مكتمل,مدى
19149,272.0,529,1,112,5,223.18,0.0,1115.9,930,185.9,مكتمل,أبل باي
19150,56.0,770,3,72,1,578.1,0.2,462.48,415,47.48,ملغي,تمارا
19151,476.0,685,4,54,9,135.25,0.15,1034.64,1053,-18.36,مكتمل,مدى
19152,244.0,432,3,44,2,583.05,0.0,1166.1,922,244.1,مكتمل,أبل باي
19153,148.0,705,4,90,1,248.56,0.05,236.13,198,38.13,مكتمل,نقدي
19154,530.0,56,2,126,3,248.39,0.0,745.17,597,148.17,مكتمل,بطاقة
19155,349.0,191,4,98,4,591.83,0.0,2367.32,1716,651.32,مكتمل,تمارا
19156,386.0,211,1,123,7,438.28,0.1,2761.15,2135,626.15,مكتمل,نقدي
19157,200.0,349,5,91,7,293.11,0.0,2051.77,1694,357.77,مكتمل,نقدي
19158,485.0,554,4,98,11,340.53,0.0,3745.83,2794,951.83,مكتمل,بطاقة
19159,546.0,407,2,17,7,412.33,0.0,2886.31,2352,534.31,مكتمل,نقدي
19160,142.0,67,1,41,5,50.0,0.2,200.0,1790,-1590.0,مكتمل,نقدي
19161,309.0,435,3,44,6,95.79,0.2,459.78,420,39.78,مكتمل,نقدي
19162,332.0,106,5,22,4,566.05,0.0,2264.2,1632,632.2,مكتمل,بطاقة
19163,493.0,415,1,5,10,463.07,0.0,4630.7,3560,1070.7,مكتمل,مدى
19164,512.0,667,5,91,10,116.83,0.0,1168.3,930,238.3,مكتمل,أبل باي
19165,163.0,425,4,90,6,341.45,0.0,2048.7,1596,452.7,مكتمل,نقدي
19166,125.0,234,4,98,10,61.98,0.0,619.8,440,179.8,مكتمل,نقدي
19167,465.0,573,1,123,10,539.04,0.2,4312.3,3890,422.3,مكتمل,نقدي
19168,246.0,331,1,4,9,601.08,0.0,5409.72,3744,1665.72,مكتمل,نقدي
19169,322.0,549,3,44,6,79.03,0.2,379.32,378,1.32,مكتمل,أبل باي
19170,182.0,318,3,44,7,47.61,0.05,316.61,273,43.61,مكتمل,مدى
19171,209.0,564,3,72,1,455.69,0.05,432.91,392,40.91,مكتمل,تمارا
19172,144.0,356,2,111,2,376.69,0.0,753.38,520,233.38,مكتمل,مدى
19173,352.0,109,1,4,6,563.97,0.0,3383.82,2562,821.82,مكتمل,مدى
19174,387.0,590,2,26,4,403.54,0.0,1614.16,1300,314.16,مكتمل,نقدي
19175,369.0,290,4,95,6,293.83,0.15,1498.56,1314,184.56,مكتمل,بطاقة
19176,248.0,663,1,105,10,150.6,0.05,1430.7,1060,370.7,مكتمل,مدى
19177,133.0,129,1,94,8,107.86,0.0,862.88,664,198.88,مكتمل,مدى
19178,125.0,591,2,68,1,69.42,0.0,69.42,51,18.42,ملغي,نقدي
19179,279.0,531,4,98,9,265.9,0.1,2153.79,2025,128.79,مكتمل,نقدي
19180,441.0,20,3,44,7,379.7,0.15,2259.18,1960,299.18,مكتمل,تمارا
19181,120.0,432,5,55,7,583.05,0.1,3673.18,3227,446.18,مكتمل,نقدي
19182,14.0,326,2,67,7,336.21,0.0,2353.47,1624,729.47,مكتمل,مدى
19183,325.0,466,5,38,4,411.96,0.15,1400.68,1152,248.68,مكتمل,تمارا
19184,63.0,606,5,55,7,590.36,0.15,3512.67,2877,635.67,مكتمل,نقدي
19185,311.0,600,3,72,6,69.53,0.2,333.72,294,39.72,مكتمل,مدى
19186,,393,2,67,3,372.64,0.0,1117.92,915,202.92,مكتمل,مدى
19187,422.0,36,1,4,1,597.95,0.05,568.05,416,152.05,مكتمل,أبل باي
19188,66.0,728,3,44,8,608.15,0.1,4378.72,3728,650.72,مكتمل,بطاقة
19189,111.0,688,4,98,2,106.08,0.0,212.16,160,52.16,مكتمل,نقدي
19190,470.0,714,1,112,7,184.64,0.15,1098.58,1043,55.58,مكتمل,تمارا
19191,104.0,273,1,112,1,537.43,0.2,429.94,388,41.94,مكتمل,مدى
19192,22.0,771,2,89,10,432.96,0.2,3463.7,3740,-276.3,مكتمل,نقدي
19193,509.0,309,2,17,2,326.39,0.0,652.78,518,134.78,مكتمل,مدى
19194,287.0,705,2,64,5,248.56,0.05,1180.65,990,190.65,مكتمل,أبل باي
19195,445.0,522,1,123,7,143.53,0.1,904.26,784,120.26,مكتمل,أبل باي
19196,123.0,798,1,94,2,661.96,0.0,1323.92,950,373.92,ملغي,بطاقة
19197,118.0,681,5,22,2,232.44,0.0,464.88,334,130.88,مكتمل,تمارا
19198,461.0,32,2,111,9,445.36,0.05,3807.81,2853,954.81,مكتمل,أبل باي
19199,223.0,69,2,97,2,407.13,0.05,773.54,588,185.54,مكتمل,نقدي
19200,91.0,412,3,44,5,160.5,0.05,762.4,625,137.4,مكتمل,بطاقة
19201,56.0,448,4,116,7,41.81,0.1,263.41,203,60.41,مكتمل,مدى
19202,251.0,723,1,4,9,407.94,0.15,3120.75,3114,6.75,مكتمل,أبل باي
19203,319.0,604,4,90,7,483.16,0.05,3213.0,2394,819.0,مكتمل,أبل باي
19204,170.0,619,2,97,7,41.01,0.15,244.02,231,13.02,مكتمل,بطاقة
19205,,199,2,126,3,652.59,0.1,1761.99,1467,294.99,مكتمل,أبل باي
